排名,标题,播放量,讨论数,得分,UP的ID,视频av号
60,这就是永动机吧？,163.7万,4690,1033433,346352847,BV1vg4y1i7rP
61,《报菜名》里的菜都长啥样？我来告诉你！B站第一人！,79.0万,1696,1001916,28578622,BV13V411k79G
62,【PS教程】终于有一套全面的PS教程啦！从零开始学PS！！,20.1万,5192,999052,86295604,BV187411Z7bx
63,文字频频乱码，这背后是显卡的扭曲还是规则的沦丧？,47.6万,3049,996555,39665558,BV1ai4y1x7Uz
64,【娱乐向】文人教你如何文艺的爆粗口‖对于丑人，细看是一种残忍。,30.4万,988,995528,479366807,BV1KQ4y1N7dd
65,深扒陌陌探探 里面藏着哪些人性阴暗面？,78.0万,4012,986026,408487386,BV1TT4y1J7H1
66,邓小平遗物故事·未吸的香烟,242.6万,0,986009,470740554,BV1ND4y1Q7L3
67,【玄学方法】靠这两句话，我地理上了80+,26.5万,3332,961539,37007477,BV1KK411W7uW
68,Pr教程全57集,28.5万,1520,959928,11646984,BV1bb411F7Sh
69,GTA VI：自由美国,100.9万,3211,936166,243691692,BV13k4y1z7ce
70,[小甲鱼]零基础入门学习Python,49.5万,8467,935519,25560915,BV1xs411Q799
71,张召忠说187：美国200个生物实验室遍布全球，搞什么猫腻？,52.8万,1.4万,931293,33683045,BV1Ap4y1S7ko
72,【2020法考】罗翔讲刑法（合集）已完结 共96讲 厚大法考,50.3万,1.5万,925109,473673050,BV1dj411f7vb
73,【乌鸦校尉】美国黑人曾距共产主义只有一步之遥？,55.1万,8041,924188,521249172,BV1Kv411B7Tw
74,日本网友评论，当中国人叫我们“小日本”时！反应亮了！评论笑死了！,217.0万,2.7万,919865,517587559,BV1KT4y1J7Nx
75,变态心理学 北京大学,21.4万,2782,919681,434173653,BV1ut411n7Bd
76,【鬼谷说】鲸：一曲鲸歌寄沧海,67.9万,4757,916871,72270557,BV1jv41167hr
77,【医学博士】揭秘商家是如何骗你钱的？不喝奶茶就是戒糖，别天真了！,107.2万,5618,912569,7788379,BV1qT4y1E7Cj
78,PS2019从入门到精通（从安装到卸载）全套,35.1万,6251,908105,334991936,BV1A4411M729
79,三款免费加速器：真免费 拒绝套路邀请 拒绝网络掉线不稳定 爽快吃鸡,26.0万,481,902991,277005193,BV1Jz411B7UW
80,国内工资真相！来看看你的收入在哪层？,103.3万,1.5万,896574,497280316,BV165411p7rz
81,你真的了解切格瓦拉吗？带你走进精神领袖伟大的一生,61.4万,7680,886234,23326926,BV1zZ4y1H7h2
82,【基德】为什么中国洪水越治理，经济损失越大？这是一种光看数据很容易导致的误区,57.3万,6995,862192,510856133,BV1eD4y1Q7Bt
83,微表情分析【特朗普】是否撒谎！！！（第四期）,89.6万,3456,860883,75547577,BV1Uz4y197bd
84,【精听挑战】3个月内将听力提升n个level（合集）,26.4万,1145,858897,400874343,BV1KJ411r7Tn
85,提高面试成功率的n个小技巧，内含简历教程和建议,25.3万,498,858465,20656625,BV1Fz4y1X7GG
86,【中英字幕】如果你没有浪费，人生将会是怎样？,25.5万,688,848025,155561691,BV1gK411s7oe
87,6年前马航MH370究竟发生了什么，为何至今依然没有找到,80.5万,1.1万,846236,454719565,BV1ZC4y1h7Cn
88,毕业迷茫？难找工作？10位UP主为你解答——《10位UP主的人生答辩》,99.1万,6142,844622,37090048,BV1sz411e7r1
89,和中国一样大的太阳系模型！太阳系竟是如此空洞广阔！,59.7万,4436,841987,544503411,BV1Df4y117fq
90,[Pr教程]0基础急速上手视频制作！UP主必备！,34.0万,2229,841478,21143599,BV1Ts411C7Yd
91,【差评君】我在阿三哥的卸载中国app中，发现了印度版财富密码...,104.2万,4708,838019,19319172,BV1YD4y1D7AT
92,【克苏鲁怪物图鉴 第一期】克苏鲁世界的至高主神——阿撒托斯,44.7万,5001,816565,503302,BV1WK4y1476c
93,只有一句话的小说居然也很精彩｜一句话微型小说盘点,35.6万,2317,815369,10285240,BV1c5411W7Ct
94,多条军犬被蚊虫叮咬牺牲 ！每立方米蚊虫多达5000多只的边防连,115.4万,8728,807991,189866857,BV1av41167cB
95,外国人听《一剪梅》 只有0次和无数次,195.2万,5554,805451,397490386,BV1oC4y1a7Gv
96,认知层次是可以提升的吗？怎么做到思考有深度？,26.1万,4491,801201,119801456,BV1FV411y7vN
97,【4K】真·高维世界！教你升维思考！降维打击！寻找更高维度的世界！,33.9万,6677,796552,430948380,BV1UV411r72v
98,直男第一次做手工会发生什么？！,67.7万,1.1万,794026,295723,BV1iC4y187XS
99,什么是特科抹人诅咒？美国历史上最“灵异事件”之一,57.1万,7301,792072,4708771,BV1Z54y1B7gB
100,【4K极清】GTA 6—风景线 | 2020全美暴动实况,60.0万,3060,789539,432563580,BV15i4y1x7Xp
