视频bv号,up主,投币数,播放数,综合得分,视频标题,视频弹幕数,原创
BV1Pg4y1q7y7,Itsanika,744,120161,308416,（第十三周）比天鹅臂更狠的女人Pamela Reif四十五分钟周计划【13】,182,转载
BV1NK4y147op,张予曦yci,1589,141863,304423,【张予曦】新晋健身UP主上线！变美变瘦，和我一起吧！,199,原创
BV1Ca4y1h7Rw,小猪姐姐zzreal,4040,179882,294181,小猪姐姐！金智秀双蝴蝶结造型妆容➕超平价彩妆测评,2701,原创
BV1xa4y1v7jx,KarolinaKurkova_,3495,260229,292609,"大家好，我是捷克""谐星""大KK，我正式入驻B站啦！（结尾有彩蛋哦~）",1047,原创
BV1Xz411i7A5,鹦鹉梨,1110,210950,291610,辣Lisa和Bella Hadid同款｜ins小众牌With Jéan素人能驾驭吗？163cm53kg 蓝色夏日碎花裙｜网红牌性感穿搭测评,845,原创
BV1MK4y147oG,三吴学姐,2167,95452,291251,吐血解析缩鼻法！如何针对性修饰鼻翼宽、鼻头大、露鼻孔？找准适合风格！变美干货解析教程不整容缩鼻法，拥有小翘鼻拯救鼻型不好看,574,原创
BV1UK411p77q,Alex吕梓赫,1327,286669,287096,【ALEX】一夜狂掉3万粉！是被陷害还是另有隐情？我真是要吐了,594,原创
BV1U54y1B7ai,猫叔慢跑,2508,69175,286145,20分钟消除脂肪胸跟练合集（含拉伸）。摆脱胸大、脂肪多、胸部“雌化”尴尬。不伤膝，在家就可以练起来。,100,原创
BV1RK4y1t7mf,胡湾ONE,2522,186045,285095,杜绝廉价感！5个知识点教你避免穿那些看起来就很便宜的衣服,1153,原创
BV1PD4y1S7hC,三打白骨婶,3692,153031,282015,【婶婶】男二系列变装合集来啦!！,993,原创
BV1RK4y1x7EF,Energy大坚果,1052,184714,276992,【干货】营养师告诉你这些热门保健品到底有没有用！|哪些是智商税？|葡萄籽|胶原蛋白液|酵素|美白丸|月见草,299,原创
BV17K411p7ow,从零开始健身,478,231304,270553,如果没拍摄，没有人会相信,307,转载
BV1La4y1Y7rq,_gloriagao,1286,173656,265004,初入职场必备的通勤穿搭,480,原创
BV1wD4y1S7bB,都市丽人菜,8055,168658,259530,为什么我放弃了百万年薪，来B站做up主？资深自媒体人分享如何在b站快速涨粉,2662,原创
BV1oK411H7iP,sakura-qaq,593,222724,258920,【sakura】188cm高个女生jk制服分享,528,原创
BV1sv41167qN,活力多CC子晴,1775,83225,258652,【干货】鸡皮肤可以根治吗？医学硕士教你3步摆脱鸡皮肤！,1219,原创
BV1MV41167tk,TheS艾斯,1048,193566,257127,【25岁前极力想避开的坑-下】同居要注意的事情｜如何表白后不会尴尬,766,原创
BV18z411i7as,蔡卓宜Joey,1662,215865,256846,心机星星妆！夏日约会必须拥有的娇俏仙女妆~,556,原创
BV1Cf4y1y7Vp,Nicole老爷,2476,190263,255514,不好就是不好！有什么好矫情的啊啊啊啊啊。。。。。。,879,原创
BV1r54y1X7Sd,糯米想要小v脸,2156,62633,254018,【新手友好】我瘦了65斤！花了5W从私教学来的全身燃脂运动！坚持3周，必有效果！,575,原创
BV11t4y197nC,蓝莓酪酪x,566,171711,252508,【蓝莓美瞳测评】蓝粉湖渐变的甜蜜诱惑！甜心马卡龙Kira fairy半糖晚霞,244,原创
BV1YD4y1Q7hz,不睡头打歪,1331,123489,250414,❤️169JK制服袜长对比❤️转圈圈|格裙|袜子|种草|安利|你pick哪款❤️,276,原创
BV1nz411e74j,眼袋阿姨,437,172884,249863,狂买10件，终于淘到质量堪比优衣库的t恤了！ | PPHOME | 淘宝探店 | 均价30 | 学生党 | 小个子穿搭 |,116,原创
BV1pT4y137Cd,清华护肤学长王植,730,171176,249646,【清华学长】别买！这些去黑头的产品都是虚假营销！,226,原创
BV1AK411H7EF,大周chuchow,682,234938,249314,我是怎么长到140多斤的｜一日约会vlog,756,原创
BV1ga4y1e7mY,胖梨本梨,190,46860,248902,自用 帕梅拉28分钟终极瘦腿(新手友好向),79,转载
BV1Cf4y1S7Qs,miko酱ww,1913,127700,246369,【miko酱】jk制服袜子穿搭分享/袜长对比,651,原创
BV1Fg4y1q7NK,骨立舒體徒手整脊,1707,63361,245543,【跟练】颈椎曲度变直5招自我矫正,43,原创
BV1e5411Y7c3,十音Shiyin,3404,192477,241039,这辈子一定要去一次敦煌【踩点/混剪】,598,原创
BV1Xz411e76b,_长江以南,923,134084,237116,【长江以南】清透日常滴蜜桃妆｜简简单单新手也可学,212,原创
BV1gz4y1R7AA,林堅定_,722,131379,233042,161CM 54KG腿粗 梨形身材｜夏日可A可甜 裙子&T恤合集｜辣妹显瘦穿搭,165,原创
BV1Pf4y117kf,欧哦哦哦1,256,237732,231552,这确定是唇釉不是胶水,147,原创
BV1BJ411E7zA,瘦不了猫,993,119086,228332,康复专家手把手教学，「石原里美」式下颌线！（P2完整跟练）,1758,原创
BV1hV411r72b,坂坂白,1434,161912,227524,主人，今后就由我来引导您~可可萝仿妆( 0 x 0 )？！,697,原创
BV1U54y1i7yc,陪整日记,340,174103,227348,"人也会“发腮”？为什么脸会越长越方！颜值美学干货，解析“脸方""的秘密",857,原创
BV1zg4y1q7RT,冰八块,3228,133165,224208,【6天减14斤】真实记录，不运动不节食，我的方法！,328,原创
BV12k4y1z76L,火野兔-,545,142486,221477,【夏日耳饰分享】各式平价仙女款式分享！带上秒变小仙女的buling款 精致又显脸小的日常款 晶莹剔透的多肉葡萄 还有迪士尼在逃公主复古款~,365,原创
BV1AV41167nw,aunt_steph_,475,182802,220347,这些痣也太会长了吧？｜给颜值加分的漂亮痣你还不知道么？,1282,原创
