视频bv号,up主,投币数,播放数,综合得分,视频标题,视频弹幕数,原创
BV14K411n7Yi,危月楼,9464,201227,427946,"雷宝——内置""林北""王雷语音的人工智能",1111,原创
BV1kT4y177P3,爱学习的人,8091,211182,413400,打 上 撤 硕,2465,原创
BV1mt4y197gZ,空旷的蓝田,11226,286186,409345,【大司马】马 动 闪 霸,444,原创
BV1bW411n7fY,UP-Sings,7534,295926,400393,【春晚鬼畜】赵本山：我就是念诗之王！【改革春风吹满地】,2720,转载
BV1oT4y1E7hP,小蜜枣啊,7528,193611,393975,【特朗普】loser 一个卧底的独白,1225,原创
BV1hV411r7TA,小P孩儿呐,12597,203224,391820,【曹操】曹操行,553,原创
BV1zz411i7TW,超音速君,6140,246584,387985,【特朗普】一想祖国我就 Wu~ 欲语泪先流,2032,原创
BV1qi4y1G7hN,傲视在俗世上,21951,217937,386702,【笑傲江湖】新江湖路上的摇滚,16,原创
BV1yC4y187Dt,吃客伍二零,9330,343492,377802,【对王之王】小伙阿强,1125,原创
BV19t4y1X7jD,暂离二度,8560,166882,364240,吉良吉影看上了藤原书记的手？——神奇联动系列,493,原创
BV167411C7yL,有dio骚,6637,203539,356590,建议改成：中 美 日 合 拍,1374,原创
BV1Wg4y1q7nE,善良的柚子,1011,345192,346800,雷霆嘎巴(情人节限定),79,原创
BV1mt4y1977Y,TØm,4309,249726,341939,雪⚡花⚡飘⚡飘,1026,原创
BV1Uz4y1977R,我想吃盖饭,3986,239796,340780,建议改成：致 命 节 奏,316,原创
BV1Cg4y1v7qw,如此丶呆逼,3095,259103,329676,【杨超越/周淑怡】希望老板没事,505,原创
BV1Ua4y1Y7cQ,鋃月,3918,245746,325069,【大司马】一个敢送，一个敢念！,193,原创
BV1Lz4y1X7NN,灵魂剪辑已上线,2701,206899,323741,好 兄 弟,217,原创
BV1jj411f7ed,南音风子,2824,262566,318092,吸tiu蛙,272,原创
BV17V41167cn,潮汕好男人,4378,224595,314196,【杨超越】Believer,606,原创
BV1754y1z764,小鲁斯,9343,184638,311365,【秦国配音】赌狗,1238,原创
BV17A411i7DS,约谈人参,6575,125937,307853,【menhera酱】没时间解释了，有一个胡桃那样的可爱女友是什么体验！,262,原创
BV1pK4y1s7UZ,duoliming13,3244,175149,307332,【川普超赞翻唱】Lady Gaga+BLACKPINK《Sour Candy》,956,转载
BV1zV411o7tG,Himoda黑猫大,3576,235457,298941,淡黄色长裙该判什么罪？,277,原创
BV1Za4y1Y7iM,金渐层烤猪,5787,173247,296194,祖安康熙 亡国宣言,1751,原创
BV11K411n7Mh,騫尊魔王,3161,173444,295725,Windows X（ue）P（iao）冰雪节限定,296,原创
BV1Dg4y1q7yu,竹醉十六丶,3267,219583,292234,【王者荣耀】诸神之战,827,原创
BV1DK411n77s,黑瘦鱼头菌,1865,232932,291503,啵 ♬,419,原创
BV1H7411C71r,文散ws,9814,172162,287039,【罗翔rap】法外狂徒张三的独白(全程押韵),297,原创
BV1vD4y1Q7Kz,咔咔卡卡的,783,277657,286163,全 网 最 奢 侈 主 播,109,原创
BV16i4y1G7V7,惜缘、过去,10201,149085,278464,【六小龄童】浮夸——大圣的前世今生,882,原创
BV1z5411p78K,啊文JW,10374,108548,277898,【鬼畜电影】侏罗纪世界（完整版）,1953,原创
BV1G741127uC,_青红造了个白_,5327,175839,274378,三   国   不   裂,801,原创
BV1Mt4y197EA,墨雨清秋,9521,141809,273531,【仝卓·高考】盗将行,366,原创
BV1cK411H7Xv,何闻吟鸭,4573,170598,267528,17发炮弹就想秒我？,521,转载
BV1ii4y147LP,深度研究所,615,215470,265643,油管上超火的特朗普的鬼畜,1630,转载
BV1HA411i7H2,红柳Alter,2336,158396,265616,【LexBurner/老番茄】下 巴 分 你 一 半,539,原创
BV1UK411n75a,KPOP日常_同更青创,2458,161608,263550,美国第一个会韩语的总统？川普翻唱BLACKPINK、Lady Gaga《Sour Candy》,790,转载
BV175411Y7xA,AB鲜,572,269299,261242,大家好，我是沈腾，今天我入驻b站了（狗头）,232,原创
BV1k7411j7PV,小锅er,2616,190568,260847,【周淑怡rap】巴 黎 剩 母,377,原创
BV1Ck4y197i1,肥宅界持刀人,3452,177280,252360,孙笑川都干了哪些坏事？,430,原创
BV1iZ4y1H7M9,橘晒猫,4353,142579,244163,起飞诶飞,202,原创
BV16K411p7z4,白熊ONEヽ,2120,178413,244078,百 家 争 鸣,592,原创
BV1Fz411i75r,不2不叫周淑怡,2680,223076,242801,大家好我是周淑怡，今天正式入驻B站啦！一首《拍桌少女》送给大家！,1225,原创
BV1GW411g7mc,还有一天就放假了,4732,163562,241442,【面筋哥×波澜哥】我的烤面筋，融化你的心！,873,原创
BV1s4411i7L1,一只甜柠檬呀,1021,186623,237798,油管上一个亿的特朗普的鬼畜，xswl。,1575,转载
BV1Vi4y1V7MF,龙大人不喷火,5125,161512,237005,【马什么梅】一剪梅,684,原创
BV1Qg4y1v7Gm,瞬间爆炸型LowSing,1984,179371,235098,【老番茄】史上下巴最长的UP主,196,原创
BV1pi4y1x7Ke,卑鄙的南瓜骨头,2189,150536,233832,简 简 单 单 の 高 考,554,原创
BV1jg4y1q7uF,是真白阿,5845,104748,227827,【派大星】loser-粉色的失败者,411,原创
BV1GZ4y1p7Be,辣鸡的咸鱼,3580,174584,223961,【杨超越】干啥啥不行，好汉歌第一名,733,原创
BV1ra4y1Y7h9,银道丶小男孩,1587,185253,223619,听 陈 哥 的 话,240,原创
BV1Ca4y1t7mS,女孩为何穿短裙,3608,145231,221873,张三罪大滔天 弄得百姓怨声载道,198,原创
BV1SQ4y1N7zr,昔日友人,2350,159417,220230,ZBC大战奥利给之无情哈拉少,366,原创
BV1FW411q7Js,茶几君梦二,2523,163893,219753,【五五开】穷开挂,1211,原创
BV1bk4y1q74a,Dvaaini,1362,183858,218225,【马化腾×老干妈】穷开心,388,原创
BV1wp4y1S7cz,智商低下的奇,3991,116422,213677,变成米津玄师了啊啊啊啊啊啊啊（flamingo）,275,原创
BV15i4y1x7NS,超萌影酱,1556,158456,208707,希望卢本伟没事🙏,443,原创
BV1w7411v7xs,CSGO大茄子,2702,136402,204476,【CSGO大茄子】白 给 话（中国话）,1021,原创
BV1KZ4y1u7KP,奶油鸽子精,3841,131674,201524,【杨超越】练了好久终于气死啦,340,原创
BV1kC4y187fB,皓月-moonqshine,2494,155806,201024,川普应援歌《让中国再次伟大》非官方汉化版,484,原创
BV1Vz4y197tD,calodie,2180,130758,198328,希 望 海 鲜 没 事,187,原创
BV1Bg4y1q7Nt,西天盧来,3990,122019,197297,【大威天龙】腚 力 练 习 僧,225,原创
BV1PC4y1p7wH,鬼会计,2264,123119,189070,【川普】正道的光（建国的光）,878,原创
BV1Lk4y1z7XY,虫蟲,6390,76184,188824,【全明星】天真烂漫机能 おちゃめ機能 （Holo摇）,362,原创
BV1ez411e7Ny,白勺啊达,5167,105901,188155,【罗翔】窃 曲(夜曲),368,原创
BV1ED4y1Q7eV,小螺肽,2276,110549,184849,粑 青 天,302,原创
BV1f7411Z7vQ,风生君,4840,98242,184574,【川普】青花瓷（高能泪目）,1205,原创
BV1qW41157Y8,Ryuuuuuuu,1006,136558,181466,【王境泽】乱世巨星,257,原创
BV1es411D7sW,Mr.Lemon,2496,129101,179868,【循环向】跟着雷总摇起来！Are you OK！,326,转载
BV117411g7LB,刘泽秀V,4003,99938,178149,赌 怪（完整版）,2021,原创
BV1Qk4y1q7gT,一个很萌的小姐姐,5823,122626,177059,段正淳：我一眼就认出语嫣是我女儿,646,原创
BV1H7411S7EJ,龙之王修罗,4621,89087,175186,【卢本伟】something just like this,2840,原创
BV14A411i79H,Samui-寒翼,2323,104608,174406,【高能生草】表演总被打断的布施明,431,原创
BV1y7411t7Kt,枪弹轨迹,958,142870,174263,老公你快说句话呀,212,原创
BV1yA411b7vt,爱吃仙贝的小猪,3098,97787,170532,【高燃泪目】没有人比我更懂无间,807,原创
BV1mK4y14765,酸奶木瓜,4510,114724,169686,【嘻游记】第五集 芜湖收徒,494,原创
BV19z411i7Gz,Ximenbao,3937,81638,164098,【散人鬼畜】完整版！希望高叟没事🙏🙏,319,原创
BV1354y1z7nN,王思妇丶,4973,90782,162360,【哲学】 我爱洗♂澡,673,原创
BV1XK4y147JL,川先僧,6966,62917,161290,童祭~Thomas‘s Treasures,392,原创
