视频bv号,up主,投币数,播放数,综合得分,视频标题,视频弹幕数,原创
BV1wz411v7ps,景雨墨在此,8876,456748,461005,补刀成功率100％？LOL手游的8大机制改动！,1604,原创
BV17v411B7Eo,姜峰真的苟,8199,309160,460730,我居然在游戏里假装妹子撩散人？？？撩汉大师姜峰首遭滑铁卢笑死我了,8453,原创
BV1HD4y1S7AY,哔哩哔哩游戏中心,950,394433,460146,边骑车边哼歌的后果……,531,转载
BV1Av411z7KZ,四川猛男老圆,3373,469507,458220,宇航员：物理老师看了想打人！,575,原创
BV1vK4y147FP,老实憨厚的笑笑,31133,260407,456005,【DYS秀】把饭碗端起来！德哥色哥带你吃顿好的（第三期）,2538,原创
BV1s5411Y7aG,木下结草,8931,336553,452915,史上最拽儿子教他爹做爹,1008,原创
BV1u54y1z7cu,王大盒的摄像老师,15190,358180,448116,天才小伙竟然复刻了“爱情公寓”的桌游,360,原创
BV1JT4y1J7wC,LexBurner,6036,450984,445895,暴 躁 老 哥,802,原创
BV1nv411B7B6,黑米校长,16462,147062,445805,【Minecraft】前方高能！！这期视频将会非常爆肝！上热门必须吃ICE！,878,原创
BV1AQ4y1N71n,是布做的心,5697,282523,444414,前方高能！！这是真的！# @ % ￥ 燃,251,原创
BV1FK411p7Da,珀尔Po_er,12339,178555,438200,【Minecraft】当MC地形遇上顶级4K画质！五年地形成果的视觉盛宴！——珀尔B站5w粉丝纪念视频,599,原创
BV1zV411k7qA,LOL客栈,347,548303,434415,Doinb复盘ig比赛怒锤桌子：杀谁都可以，但是为什么要去惹shy哥呢？,363,转载
BV1Yg4y1v7Qk,夕寒君,612,503880,429944,周淑怡辅助阿水地狱难度开局！水子哥：滔博网线在哪给我拔了,2104,转载
BV1fz411e76D,包子入侵SSR,946,506741,427236,马可波罗战令80级限定【暗影游猎】皮肤预览：特效风格帅爆了！,1973,原创
BV1eV411k76o,LOL小绿毛资讯,1178,516160,425781,"塔姆即将重做：W和R互换,新W可击飞敌人Q命中敌人可回血,新大招可800米外吞人!",552,原创
BV1mz411e7kx,衣柜里的是朋友,5715,290034,422718,为什么麦哲伦差点背刺掉鹰角？麦哲伦是一夫一妻制的吗，方舟干员梗及来源,570,原创
BV1dZ4y1M7kt,tree_勇士,13964,236463,422011,顶级女杀手之最终击杀盛宴！【耻辱2】【超神操作】大皇宫嗜血夺魂夜,910,原创
BV1s5411Y7QD,-欣小萌-,4771,344851,415745,【剧本杀】百万UP主们勾心斗角（中）,9518,原创
BV1n5411Y7Hp,聚印象视频,6212,429440,411842,主播炸了超神篇342：快乐之王流畅滑行五杀，彩旗卡特经典看不见人,2731,原创
BV1L7411J7U4,瞬左,6070,168121,411388,王者荣耀重复名,269,原创
BV1rf4y1176k,昵称上交國家,12176,348770,411169,【体验服大更新】泳装照美冥 金鸣 新彩蛋 削弱二代火影、白面具可能是9月高招S,2332,原创
BV1tp4y1U7hm,卡特亚,13844,278913,408611,【公主连结】7月6日伊莉亚活动介绍+体力规划建议，双倍掉落让体力规划变化了不少...,1323,原创
BV1qi4y1G7K7,燃茶哥哥在此,6814,322384,407432,【对话官方】这5个问题已经困扰大家很久了，光子你看能改不？,1732,原创
BV1qz4y1X7sd,不更新A,25182,207057,399742,零物资!挑战在只有海的世界生存下去 P7【我的世界】,2644,原创
BV1vk4y1q7eG,帕克统一忍界,8178,329602,399634,金鸣最新爆料技能详解！平A回血？螺旋吸丸是组合技？,626,原创
BV1vK4y147H1,上海滩许Van强,16838,274169,396024,LOL最狠海贼拳法 你不打也得给我打的套路[有点骚东西],931,原创
BV1et4y197Wm,舍长驾到,17060,153340,395307,【舍长】死亡率最高的恐怖游戏？—GO HOME（回家） 试玩,2768,原创
BV1fi4y1G7kD,起小点是大腿,12860,274515,393675,一个人也能做出来好游戏？内谁谁谁进来学做游戏了【是大腿TOP10#114】,3549,原创
BV14Z4y1H7Q8,老戴在此,5076,370454,392687,【4K】【完结】老戴《最后生还者 2》剧情流程解说 （美国末日2）,25547,原创
BV12T4y1J7n6,超级小桀的日常,11699,311708,390214,【超级小桀】我百分百胜率没了 都不知道怎么赢!,3201,原创
BV1cK411H7Zu,夏一可,14173,258606,390046,【最后生还者2】为什么我不喜欢TLOU2的故事？,4726,原创
BV1qZ4y1H7Aa,公主连结ReDive,6664,240619,386664,【剧情活动ED】小小甜心冒险家・「リトルアドベンチャー」,718,原创
BV11k4y1q7Pf,电竞猪猪婷,8456,277238,384477,你 身 上 有 她 的 香 炉 味,286,原创
BV1pD4y1Q7ch,中二的香蕉,780,456855,383228,【英雄联盟】蒙多重做草稿技能已泄露！科学怪人既视感 究极缝合怪？,442,原创
BV1St4y1X7A5,鹤吱菌,10614,254397,381785,【师生对线】拖 堂 现 状,1646,原创
BV1Bp4y1U76U,籽岷,17722,214869,375322,苦力怕世界生存 我的世界 #22,3108,原创
BV1Ma4y1e7Jo,辰健鸽,1510,391251,375306,什  么！全  部  大  残,989,原创
BV1Yf4y117nS,布锅锅,808,420769,374828,拳头官方最骚操作：反向投降bug，自己投降等于帮对面投降？！,477,原创
BV1ak4y1z7sf,Vayzo,2344,347161,374715,史上最渣的材质包？当MC所有东西都变成1x1分辨率！还能获得胜利吗？,1346,原创
BV1yt4y197bH,Chunk7,11558,166933,373847,只用MC就能还原辉夜大小姐第二季 OP？！,515,原创
BV1tv411B7bt,杂技锐雯,54,446490,372043,theshy的龙抬头丶算学会了吗,27,原创
BV15C4y1a7fp,--圈圈--,13895,233912,369818,啊？这！这就是长城吗！,1781,原创
BV1bT4y177v4,CD_PROJEKT_RED,3943,316618,367835,《赛博朋克2077》官方预告片 —— 差事,482,原创
BV1Ca4y1h7PT,不是的的是のの,5020,322486,363377,这就是王者荣耀的新法师嘛？,798,原创
BV1Pk4y1673f,无敌皮皮鸟,1232,375835,362964,王者欢乐秀：隔着十万八千里被反甲反死！鲁班：是不是玩不起？,926,原创
BV1vV411k7jz,东尼ookii,4397,335148,359711,耗时3天！攻略史上最难的“求生”游戏之路！#方舟生存,2693,原创
BV1LV41167K8,幕川北,10041,244511,358123,没有比这更惊险的偷床了！,676,原创
BV15K4y1s7o4,大逗虫电竞,136,402912,357064,21款新皮肤即将上架，曜FMVP制作完成，一款免费限定皮肤，王者荣耀,497,原创
