视频bv号,up主,投币数,播放数,综合得分,视频标题,视频弹幕数,原创
BV1xV41167qm,学姐圆,16349,117625,518945,【𝟒𝐊 𝟔𝟎𝐅𝐏𝐒】这首《𝑭𝒂𝒍𝒍𝒊𝒏𝒈 𝑨𝒈𝒂𝒊𝒏》如今治愈了多少人！！!  ℳ₯㎕-沉 沦,834,原创
BV1bK4y1s7tt,关注看热点,162,694446,516626,热闹！老干妈上架1000瓶辣椒酱回应腾讯,822,转载
BV1Vt4y197YR,咪克菌,13429,440430,514652,时代变了，悟空,1424,原创
BV16D4y1Q7n6,蟑螂恶霸-G,1641,276140,506207,教大家一些没啥卵用但是看起来很帅的技能,140,转载
BV1Aa4y1e7cJ,记录生活的蛋黄派,14636,438174,497979,“读评论”我发现了海视频的方法,11965,原创
BV1Zk4y1z7AM,徐大sao,6214,570888,492537,酒店外卖点一圈，烤鸭面条杂酱粉，大sao差点失蒜，老婆开心坏了,5344,原创
BV1bf4y1173d,JaLEn半仙,666,595232,486511,今天刚刚学了一句撩人的话  怎么不怎么好,223,转载
BV1VK4y1s7bq,33不是山山,23823,137659,463757,一款比高数题还难的游戏，一个“疯子”的第九艺术朝圣之路,4072,原创
BV13Z4y1p79M,炊饼大师,19462,227569,460461,快住手，你们不要再打啦,876,原创
BV1PK411H7gT,敬汉卿,25923,262839,459394,北漂三十天！（算个预告）,1794,原创
BV1zD4y1Q715,逗比的雀巢,20038,252722,456609,警察：我们是不会暴力执法的（上膛,803,原创
BV17g4y1v7Qn,毕导THU,11728,333960,452508,【毕导】当年高考理综大翻车的我，是怎么靠一条鱼惊险地上了清华....,18444,原创
BV1wz411v7ps,景雨墨在此,8608,444309,450673,补刀成功率100％？LOL手游的8大机制改动！,1552,原创
BV1ez4y1X7gf,音乐制作人Kurt,35541,156491,447760,Kurt中文首发 | 一剪梅❉雪花飘飘（古筝尝试）,2150,原创
BV1Av411z7KZ,四川猛男老圆,2419,451551,436433,宇航员：物理老师看了想打人！,432,原创
BV1QK411n7dW,纷纷纷纷黑-Fenix,3889,137677,429590,【Helltaker】爆火油管的致幻风❤️Take Me!  ❤️★ MiatriSs,96,转载
BV1o54y1i7Qe,美食作家王刚R,3834,405255,418255,厨师长教你：“泡椒腰花”的家常做法，味道巴适很下饭，先收藏了,2107,原创
BV1op4y1U7Gs,广西吴恩师,26527,281663,417854,需要人陪,1212,原创
BV16g4y1v7Ud,哔哩哔哩英雄联盟赛事,1389,490700,417559,【LPL夏季赛】7月3日 TES vs LNG,12042,原创
BV1W54y1z78S,怕上火暴王老菊,16193,262932,416663,王老菊教你杀牛仔05,4910,原创
BV1B5411Y7Z2,STN工作室,7596,367817,410129,猛 男 夹 夹 夹,1855,原创
BV1z5411Y7js,兔总裁s,1427,371243,406646,偷穿妈妈衣服在广场跳姐姐舞！【兔总裁】,218,原创
BV1j5411Y7k2,帅脸熊,5721,358314,402267,动画还原老干妈和企鹅，愿天下没有骗子,431,原创
BV1H5411W76V,你看我带口罩了,57,480327,400400,炸水吧，危,130,原创
BV1A54y1z7kN,旧真瞎哔哔,15445,333467,398311,我也想做一个伟大的人，可是老婆喊我回家洗尿布,1472,原创
BV1rK4y147rH,黑色夜猫君,1835,333895,395082,空条承太郎的师父,142,原创
BV1zi4y1G7qM,观察者网,10256,335635,389927,骁话一下：为什么美国没有华裔？,2826,原创
BV1qi4y1G7hN,傲视在俗世上,21951,217937,386702,【笑傲江湖】新江湖路上的摇滚,16,原创
BV1xf4y1175M,InfoQ技术实验室,5230,208010,376522,建议改成：关闭微信监听模式,159,原创
BV1Dk4y1q781,YouTube英语精选,3138,64113,373301,【TED-ED英语科普】700集全！B站最全！练英语听力口语最好的资料！,362,转载
BV1pD4y1Q7yi,洗剪吹六块钱,83,417264,369472,主人的任务,55,转载
BV1vp4y1U7z5,吾系哲学家,44,424521,366472,我网恋了一个女道士？,44,转载
BV1Xk4y1q78j,Da圣音乐,376,387334,364617,最怕班里有这种女同学！随便一跳勾走全校男生的魂，成为女生公敌,865,原创
BV1R54y1i71G,LexBurner,11976,190863,363112,名作扎堆！背水一战！2020年7月新番导视！,2203,原创
BV1m54y1Q7eQ,冈部伦太郎·,11864,115431,362676,【醒醒】中华儿女该起床了,1399,原创
BV17v411B7Wy,天天卡牌,3811,379826,359119,【逗鱼时刻】第258期 是兄弟就一起升本！,1933,原创
BV16A411i7Pn,钳子拯救没胃口,1529,351577,354922,当了几年海鲜奸商，我再也不敢给家里人吃龙虾尾了，猫腻太多,1008,原创
BV1qz4y1X7ss,怪兽电台MonsterBlog,7424,160267,352188,【隐秘的角落·百万剪辑】杀戮之途·你就是我！将34380秒的故事提炼成9分钟的“险恶之旅”！每一秒都是壁纸！,370,原创
BV1pi4y147tQ,推背兔の,7329,184929,348655,最 强 法 海,894,原创
BV13a4y1e7Z3,马戏糍,1861,96284,344660,1天瘦腿安排，我躺着瘦了3CM,50,原创
BV17D4y1S7c1,苏瑞ZXX,1926,332405,344503,听说你们女生觉得男生留胡子很丑？？？,1140,原创
BV1rT4y1775K,虫哥说电影,10343,285060,339975,【虫哥】国产顶配家庭狗血神剧《家和万事兴》，你要的所有狗血剧情这里全都有~~,4591,原创
BV1Y5411Y7D9,靠脸吃饭的徐大王,4750,312866,336997,徐老师来巡山272：峡谷先锋秀操作，进墙闪现绕后,4284,转载
BV1dk4y1z7c6,王尼玛,1579,328305,334601,腾讯对线老干妈，1000瓶辣椒酱你能秒我？！,374,原创
BV1mz411e7FM,阿扶frits,2582,316902,332427,腾讯想靠老干妈制霸B站，钉钉笑了,1254,原创
BV1cp4y1Q7yn,碧天蓝钻,6764,158397,331431,每天一遍，北大相见,358,原创
BV1bV41167JL,大叔杰也可以是个酱,1995,346456,329656,【英雄联盟】新英雄 马可波罗,203,原创
BV1PC4y1h75H,光速qaw,2667,228615,328434,节 奏 大 师,306,转载
BV19p4y1U7Hi,凉生kiki,408,329877,327351,如果是儿子，这将是另外一个故事。,308,转载
BV1mT4y1J7iG,幸运猎手,1978,244897,326437,武松打得过这玩意儿？,475,原创
BV1sk4y1q7CV,减肥动力贩卖机,2592,292009,323508,【仙女和我】这可能就是仙女吃饭跟我吃饭的区别吧!——(减肥累了就娱乐一下叭）,799,原创
BV1WK4y1s7zs,NWG新视野,44,365557,322569,"中国卖给捷克的动车交货,国外网友:谁能告诉政府我们也需要这个",227,原创
BV1fK411n75Z,Uzi,8259,271220,322165,【Uzi】乌兹秀：左臂秘术锁敌位，右手执弩破苍穹,1654,原创
BV1nA411e7Ba,哇哇哇妹,13504,227187,318725,披荆斩棘（油腻辣眼）的哥哥，我不可以！【哇妹】,6164,原创
BV1vT4y1776v,EX休,2220,220546,316216,这玩意儿有哪个男生不喜欢,180,原创
BV1ov411B7ZY,达达达布溜-,5958,268506,314675,不心动升级版！真·无人生还！有种就来试试看！,3679,原创
BV1Lt4y197n8,御猫恰柿饼,2919,223714,311701,【秃 宝】细思极恐的哈人语音,1135,原创
