视频bv号,up主,投币数,播放数,综合得分,视频标题,视频弹幕数,原创
BV1u5411Y7YG,轩邈Elias,7949,356720,473647,更黑暗的原著，更绝望的结局。《隐秘的角落》原著剧情对比,3197,原创
BV1y5411W7dr,Unclefool丶,12820,195326,471206,无  限  转  场,295,原创
BV1ka4y1Y7U4,low君热剧,7228,467642,467072,【low君】《神话》：脏的不是绿色，是爱情！,5327,原创
BV1954y1i7x7,是橘里崽崽,2352,404821,453588,老娘当年可是靠一部穿越剧，一首歌红遍大街小巷的！,3069,原创
BV1oC4y187ad,雪戩,16665,122768,447301,【丁禹兮X赵露思】(成交夫妇) 朱雀街~前世今生~,1792,原创
BV1gz4y1X79T,大聪看电影,20932,235349,439602,一次过瘾解说《暗黑》第1和2季，史上最烧脑人物关系的科幻神剧，无缝连接最终第三季！,2602,原创
BV1rz411e7mM,废柴电影剪辑,84,500156,422357,我敢打赌 99%男孩子们都幻想过这个场景,146,原创
BV1St4y19777,总有人唱反调i,636,419980,420806,老王放现在也是标准女团门面 台风无敌,378,原创
BV1jV41167Cu,果木强,677,367386,403545,希特勒穿越回现代，看到德国总理是个女人，当时就愤怒了,657,原创
BV1hz411i7a4,微小_时光,6344,310463,402295,得  加  钱~~~,265,原创
BV1Tg4y1q7eJ,我要开始嘤嘤了,616,397392,401873,又是泰国的猝不及防,811,转载
BV17D4y1S7c1,苏瑞ZXX,2240,397888,397926,听说你们女生觉得男生留胡子很丑？？？,1403,原创
BV1PV411675J,刘老师说电影,2170,423461,396172,【刘老师】逆天吐槽烂出奇迹的电影《房间》，汝与逐梦圈圈圈，孰烂？,2059,原创
BV1LA411i78p,Xclucis,9642,137633,394643,DYSTOPIA_反乌托邦——2020毕业设计,287,原创
BV15a4y1e7TX,像素企鹅,5800,304434,388486,每天一遍，防止抑郁率达99.99%,384,原创
BV1SZ4y1H7nX,z亮亮亮仔,2618,337561,384803,这才是演员，1234567脸红吗？,834,原创
BV1tv41167E2,小英熊雨来,10240,236047,373721,当西游记的BGM在中土战场响起。去他的魔戒，我要吹爆这支喇叭...,921,原创
BV11g4y1B7mP,李小白有点黑,376,363860,369645,我一眼就看出你不是人！！【万恶之源赵文卓法海大威天龙最 强 法 海青蛇原版片段素材】,210,转载
BV1Ga4y1e7CG,去哪吃吃什么,6939,261254,369262,【倒放看片】《行山釜》丧尸最爱看的灾难片...人类太可怕了！,1158,原创
BV1qE411M7da,滋滋猫头鹰,2857,79234,368174,【更新至154P】【获奖微电影合集】收藏以后慢慢看，全球精品微电影丨短片丨短剧丨剧情片未满，持续更新,1306,转载
BV1sV411k7iw,文曰小强,12578,276451,365332,我还有机会吗？假装看懂《隐秘的角落》原著《坏小孩》下集,742,原创
BV1hk4y1z7VF,红豆炸糕,50,403168,363530,安妮海瑟薇这件衣服是怎么保证不掉下来的,141,原创
BV1ZC4y18726,诗人晓,8048,169162,360816,“而是死于背叛”,199,原创
BV1SE411n7V6,记得多微笑,4377,254515,357397,“每日一遍 防止早恋”,750,原创
BV1kK411n7Hj,生化企鹅EID,4248,272745,353770,【恶搞】有点疑问的叶问,365,原创
BV1PZ4y1p7HN,边边虎虎,9597,170949,351778,【黄宗泽x平采娜||跨国版掌中之物】上次有点太重口了，这次吃斋,799,原创
BV1C54y1B727,梨小渣,302,364524,348785,手里的泡面瞬间不香了！,422,转载
BV15i4y1V7Nx,笙阳君,4652,238178,341916,刻进DNA里的画面——前方漫威名场景高能！,567,原创
BV1Ui4y1G7Pn,4A广告提案网,180,361904,341748,设计师辞职卖猪肉，原因：设计吐了,447,转载
BV1mZ4y1H7Vi,木钬汢,4149,223772,341654,【鲁智深x林黛玉】为你倒拔垂杨柳,1224,原创
BV1rK411n7XZ,梦夫人啊,3651,179124,340316,“天使与恶魔，奉旨恋爱六千年”—《好兆头》,481,原创
BV1YT4y1774Z,章鱼猫Octocat,2268,325737,336469,你们班男生自以为出场的样子vs实际上,3688,原创
BV1NA41187w9,Sir电影,5521,208012,332215,自甘堕落的人，给他看看这部片,1145,原创
BV1o7411f73k,少年暖冬,1578,286810,332199,这TM要是不火，我。。。我就再想想办法,153,原创
BV12p4y1S7yL,MotionForce动态原力,3149,78370,321511,【 无 感 转 场 】【 提 高 审 美 】【看着看着就没了】,122,转载
BV1cZ4y1p7Re,牛叔万岁万岁万万岁,1957,327743,320786,【牛叔】神床炸裂！起尸鬼全军覆没，但更恐怖的诅咒降临，印度危矣！,1233,原创
BV1RC4y1h7Gb,阿良看剧,40,355544,320460,真是讽刺，真真真的五大流氓,141,原创
BV1xg4y1v7Lw,木笔初夏-,193,321057,319919,【隐秘的角落】影帝教学班,264,转载
BV1vz4y1Q74p,番番番尼兔,5312,133412,317900,“现实永远比童话残酷.” ｜ 自己按门铃自己听,460,原创
BV1bg4y1v7E2,有间电影,37,359543,315264,这样的行为适合做卧底吗？,80,原创
BV1sz4y197L8,DOGE-7,9523,139533,314542,我赌你的枪不会唱歌,428,原创
BV1tV411671o,我喺非凡哥-麦长青,13463,226725,312707,【麦长青X戏里戏外】25年前我出演的《南拳北腿》，竟然有我的古早CP……,3615,原创
BV1gT4y1V7VR,我有你本子说话注意点,724,282240,312595,最豪横的法海，一言不合就大威天龙,530,转载
BV13K4y1b758,哔哩哔哩放映姬,2261,343325,310954,【天气之子】主题曲-爱能做到的还有什么,793,转载
BV16A411i7Ni,胖段段_fre,1040,235222,303991,“那时她是皇后，走在最前，哭也没有人知道”,376,原创
BV1tZ4y1H7o7,他们叫我魏学长,2286,261005,302398,慎重！大学里千万别交这种女朋友,1019,原创
BV1jK4y1479u,夜访白日梦,55,325152,299040,如此简单的一个镜头，讽刺了多少演员？？？,68,原创
BV1rk4y1q76S,话很多的小姐姐们,3124,266397,295042,【小姐姐们】高分悬疑剧《隐秘的角落》剧后综合症简直不要太多！进来看看你都中了哪一个？,6107,原创
BV17a4y1v7LT,百万裸眼3D狮,7475,198542,294657,B站首个4K裸眼3D，抠了80小时，头发都秃了你说怎么办？,109,原创
BV1Qi4y1479W,田de阿枝,2312,172078,294519,【高欲/野蛮/吻戏/混剪】今晚做梦的素材我为你准备好了,258,原创
BV1Ka4y1Y74P,远远混剪,15,326891,293058,姐妹俩同时出嫁，妹妹打扮华贵倾国倾城，谁料姐姐素净却直接艳压,282,原创
BV15f4y117zJ,宸老板家的童工,28,313771,291679,她就不怕衣服掉了吗，其实她没让别人舒服，只是很爱她,100,转载
BV1pg4y1v7Yx,bngdmksf,123,282210,290800,童年女神！她是成龙电影里最惊艳的美女了！,147,原创
