排名,标题,播放量,讨论数,得分
53,9分钟看完2020苹果WWDC发布会【那岩KJMX】买一台顶三台！,14.3万,1594,150378
54,我准备把笔记本焊死的显卡跨代升级，如果成功性能提升100%,13.2万,974,147200
55,「萝卜开箱」用iPhone 4S在上海过一天是什么样的体验？,9.3万,575,140400
56,iPad/iPad Pro必备配件分享 - 2020 | 书包/保护膜/支架/读卡器/键盘,8.7万,350,138676
57,【何同学】有多快？5G在日常使用中的真实体验,10.1万,618,136985
58,「趣看发布会」苹果WWDC 2020开发者大会，母公司技术下放，苹果安卓时尚轮回，罗老师在线指导。,9.7万,916,136981
59,小米智能门锁E把我们困在家中后续,13.6万,528,135475
60,【脑瘫也要搞开箱】既便宜又节省空间倍思屏幕挂灯开箱体验,9.3万,336,134666
61,睡前必看，带你坠入ISLANDIA的世界，摄影师Vadim Sherbakov的冰岛奇幻风光短片,3.9万,79,133739
62,【官方双语】机械硬盘的末日？8TB M.2 固态硬盘#linus谈科技,12.0万,758,132226
63,当你对着语音助手说友商的好话，它会有啥反应？,10.6万,1495,131150
64,【收藏不亏】2020年大学生笔记本选购推荐全攻略进阶版！15分钟从小白到大神！6.12更新,5.3万,584,127131
65,中正评测：超级性价比：5799元！惊！戴尔G5 SE游戏本外观展示，R7-4800H、RX5600M,11.5万,1369,125105
66,可惜了一个国产屏,11.2万,56,124149
67,「花生説」【收藏向】老法师闲鱼不翻车法典（买家篇）,5.5万,378,121926
68,卡吧14级8年老人推荐的1千5~4万共22套618配置单+3万字注释,3.5万,41,120966
69,没钱买摄影器材？其实你只需要一部手机和这些东西__「自制滑轨和摄影灯」,4.5万,1869,116940
70,红米疯啦！卢伟冰太狠了！799元起步的Redmi 9，你让其他千元机怎么活！,10.9万,539,114629
71,用MIUI放个烟花,11.3万,9,113719
72,升级到iPadOS 14后的最大变化! feat. 开箱Apple Pencil iPad Pro 12.9寸,7.8万,777,113505
73,刚更新了iOS.14.比WWDC里的难看,11.1万,97,110772
74,500元搞定配音，唱歌，乐器录音，全网最低价的专业录音设备组合！【音频加油站】,2.5万,117,109350
75,"垃圾姥用1000元给粉丝装一台畅玩CSGO,LOL等腾讯游戏全家桶的电脑 。结果……",7.5万,457,107622
76,小爱同学VS微软小冰 两个智障尬聊了十分钟,8.7万,194,106601
77,玩转win键，你也是电脑高手。,4.7万,23,106333
78,【iPad】用 Procreate 自制片头动画 | 十分钟内轻松上手! | 满满干货 | 用动画为你的视频添色吧~,2.4万,46,106135
79,【海缤说】iPhone6s升级iOS14体验：这或许是钉子户的最后一个更新,9.5万,539,103863
80,关门时手机被门夹断了,10.2万,16,103571
81,4000块买个便携显示器！？败家之眼丧病显示器XG17上手体验,7.6万,1851,103304
82,【朝鲜纪实】大三学生带你看从未见过的朝鲜·纪实摄影照片集分享,5.3万,206,100693
83,[Gawx]重制一个iPad，给老爸惊喜,8.2万,154,100184
84,城市延时大片，学会思路用手机也能拍！,4.3万,73,100000
85,假如二手贩子说真话,9.4万,13,98974
86,你真的会用iPad的分屏侧拉吗？？？,6.2万,122,98759
87,只比自己DIY贵几百块，可以放到包包里的10代U品牌ITX主机，微星海皇戟电竞主机上手体验.,8.5万,1481,98002
88,电脑店套路  假如电脑商家说真话8,8.1万,57,93785
89,iOS14&MIUI12流畅度与速度对比，A13跟骁龙865谁更强呢？iOS14会更快吗？,8.6万,503,93055
90,ios14巨大图标BUG,8.9万,97,92968
91,管她叫iOS还是iPhone OS，还是那味就对了,6.9万,547,92749
92,新iphonese的取卡针就是一根铁丝……,9.2万,0,92741
93,是你吗？我眼中手机爱好者的一生。,4.4万,1346,92551
94,vivo X50 Pro影像测评：我用它拍了一部短片，微云台也不过如此，真就智商检测机了呗（对比OPPO Reno4Pro 小米10Pro 华为P40Pro）,6.5万,1167,90663
95,甘肃卫视PCCY手机广告,8.0万,1379,88743
96,日环食高清视频 | 风光摄影师也会大喊“卧槽”系列,6.1万,793,88498
97,华为全球最大旗舰店落户上海：真的太有钱了，比苹果店好！,7.9万,721,87833
98,【大家测】男主播懵了...200块手写笔居然比肩Apple Pencil,8.0万,547,85530
99,耗时两年，4k超清星空延时-星动中国,2.8万,224,84695
100,两个摄影师拍同一个模特 | 上海老洋房里的一天 | 复古风人像大比拼,5.4万,384,84156
