排名,标题,播放量,讨论数,得分
29,背景设定2020年?带预言家《V字仇杀队》第一解读:真相=沉默螺旋+群体潜意识,32.9万,4246,566634
30,作者仅用两行文字，把小黄文变成悬疑小说。解说另类神作《爱的成人式》,38.2万,3398,564535
31,一支情绪很饱满的片子，一只平平无奇的小盒子,16.8万,292,535901
32,【传闻中的陈芊芊/现代番外】韩烁到底行不行||沅沅苏沐情归何处/梓锐白芨的现代爱情,37.1万,914,531461
33,【阿斗】怕了！神庙满地都是蛇！影响几代美国人的经典电影！《夺宝奇兵》,57.9万,3615,530188
34,魔 法 盛 宴 ！麻 瓜 慎 入！,21.5万,809,529197
35,“罪与罚的无限战争，经此一役，世间再无美利坚！”,16.8万,630,514586
36,“我要抚摸着真相 读着手里的童话”,23.7万,395,496249
37,【费可】你看懂了吗？深度解析豆瓣9.2高分神剧《隐秘的角落》三个孩子和一个成年人的黑暗世界！,57.3万,1244,481131
38,你给的仇恨，让美国梦无法呼吸,35.1万,2812,479767
39,【隐秘的角落】花絮幕后合集,28.2万,5700,473384
40,以理扶人：李子柒“变”越南人，越南偷中国文化上瘾了？,50.9万,1.3万,470817
41,【饼饼子】国产神剧《隐秘的角落》讲解（大结局），结尾不能按原著拍的原因找到了……,59.6万,408,460557
42,三观炸裂，魔改变渣男小三，新版《命中注定我爱你》吐槽【哇妹】,46.4万,1.2万,459380
43,一条拍了百年的Vlog,47.8万,616,450956
44,【培根悖论】张东升和朱朝阳的真实关系你看懂了吗？视听细节解读《隐秘的角落》！,34.7万,2544,448274
45,4K超清画面：蜘蛛侠战衣超有质感的一代有谁不爱？,34.4万,207,440827
46,消失的19兵团，代号596的绝密行动，希望炎黄后辈血仍未冷！,24.1万,0,437511
47,【哈利波特 x 同仁堂】欢迎来到霍格沃茨老药铺,18.0万,934,428332
48,【更新至154P】【获奖微电影合集】收藏以后慢慢看，全球精品微电影丨短片丨短剧丨剧情片未满，持续更新,9.3万,2146,426298
49,赛博朋克山海经,15.3万,100,425383
50,一次过瘾解说《暗黑》第1和2季，史上最烧脑人物关系的科幻神剧，无缝连接最终第三季！,19.0万,2851,412326
51,这才是虐文女主！！！卧槽！！太美了,25.8万,1198,410017
52,自甘堕落的人，给他看看这部片,24.5万,1520,409332
53,【小姐姐们】2020最狠男主！毒哑队友，毒瞎自己，套路女主，爆笑解说《少年游之一寸相思》,38.9万,3493,407170
54,【隐秘的角落｜朱朝阳】“我只是第一次做人，不知道多疼也要忍”,29.8万,461,405950
55,香港女星——张敏，一位眼神都是戏的女人。爱他的笑容+全部,42.6万,261,405327
56,【高欲/野蛮/吻戏/混剪】今晚做梦的素材我为你准备好了,21.6万,358,396600
57,“每日一遍 防止早恋”,28.1万,868,388766
58,【天气之子】主题曲-爱能做到的还有什么,44.8万,1206,385714
59,吐血推荐！致敬人民警察！《三叉戟》趣味解说+真情点评,24.3万,4607,383900
60,你们班男生自以为走路的样子vs实际上,35.2万,1545,380620
61,【隐秘的角落||朝阳东升】自己按门铃自己听,15.4万,389,380170
62,每天一遍，防止早恋,26.6万,467,379510
63,【low君】《神话》：脏的不是绿色，是爱情！,34.6万,4420,374094
64,【刘哔】解说《隐秘的角落》！详细解读朱朝阳黑化之路！,30.4万,3619,373225
65,【关见词】22：爷青回！周杰伦没唱过这些歌？？,33.0万,2447,371748
66,老头摸清死神弱点，连续反杀几十任死神，最后续命到300多岁,40.6万,147,358562
67,他们 死在了祖国胜利的前夜,15.3万,1981,358025
68,新三国删减片段--如果关羽和黄忠都很怂，战长沙会是什么样？,27.4万,961,348902
69,我可以亲你吗？不可以，我刚才说了什么，我可以亲你吗？可以！,38.2万,68,348855
70,【唐唐】最沙雕的对决 爆笑吐槽《噬人鲨大战食人鳄》,29.3万,1360,345412
71,【亮剑】李云龙被策反到国军当少将，张大彪没拦住，赵刚知道后大发雷霆！没想到啊没想到，你赵政委这浓眉大眼的也叛变革命了,31.7万,401,340157
72,小性子又爱哭的林黛玉 凭什么是第一女主？林黛玉好在哪里？究竟如何死的？红楼梦的结局是什么样？,15.7万,2263,340128
73,【隐秘的角落】高清全剧情下7-12集，豆瓣9分，国剧之光,38.9万,200,337559
74,我一眼就看出你不是人！！【万恶之源赵文卓法海大威天龙最 强 法 海青蛇原版片段素材】,31.3万,196,336121
75,谁能想到戏子的功夫是真的，不是拍出来的。,31.4万,247,333179
76,部长:省委书记，我们是吃桶装泡面还是袋装泡面？,24.9万,227,327793
77,美女上班急忙跑进电梯，老总提醒她没穿裙子，美女当场没脸见人了,37.3万,177,325664
78,毛主席第一次被外国工业所震撼，满脸愁绪，心急如焚！,28.2万,0,318931
79,2020最励志短片：绝对治好你的拖延症！,12.9万,418,314077
80,最豪横的法海，一言不合就大威天龙,27.4万,479,308634
81,【长工】非常精彩的惊悚、悬疑类剧集，讲述南极科考站里的“无人生还”《头领》第2集（又名《极地暗杀》）,19.8万,2249,305551
82,排名《隐秘的角落》中的10个最具电影感镜头「TOP 10」,18.3万,1051,303432
83,不要随便欺负女孩子，未来她可能是你的老婆，你就死定了！,31.9万,67,302940
84,17岁的龙妈是真的美！,32.3万,140,301835
85,不占便宜，才是最大的便宜,33.0万,192,300703
86,有趣的灵魂400多斤，这部电影后劲太大了，看完可能会改变人生,18.1万,333,296538
87,2020年傻白甜女主角 V S 十年前傻白甜女主角！,31.6万,3674,294457
88,13岁小孩竟是最终BOSS，《隐秘的角落》暗黑结局解析,32.3万,338,294008
89,看完这个视频你会爱上数学的！！！,18.0万,704,293790
90,【拳头说书】解读高分悬疑剧《隐秘的角落》原著小说《坏小孩》,25.6万,586,291094
91,早知道夫人喜欢野的，我就不装了,26.8万,219,289252
92,女生相亲胸垫掉入烤肉盆，这尴尬的场面,31.6万,33,287248
93,这样的女主角，就算是抄袭也很有诚意，国产科幻电影《星际流浪》,28.9万,625,286789
94,【催泪/燃】满城尽白发，至死握唐刀——中国，一点也不能少！,16.7万,429,283350
95,这大概就是外国人不懂的中国美吧！千古风流，尽付漫漫红尘中。,18.5万,477,282485
96,当【钟美美】走进【雍正王朝】,23.2万,1074,279153
97,【破产姐妹】渣男，这对美胸与你无缘了！,27.2万,168,276016
98,【 无 感 转 场 】【 提 高 审 美 】【看着看着就没了】,6.5万,107,269355
99,交梁2 老婆穿上蕾丝，逼老公交公粮，最后孩子救了老公一命,27.0万,243,266968
100,【高燃/混剪】今朝唯我，中国少年郎,11.9万,1301,262808
