排名,标题,播放量,讨论数,得分
27,【隐秘的角落||朝阳东升】自己按门铃自己听,5.3万,146,137588
28,【low君】《神话》：脏的不是绿色，是爱情！,11.4万,949,129579
29,得  加  钱~~~,9.2万,60,125187
30,【细品哈利25】解析《圣器》剧情疑点 | 罗恩出走 抛弃赫敏,6.5万,1248,123598
31,【破产姐妹】渣男，这对美胸与你无缘了！,11.2万,72,123022
32,【老邪解说】《隐秘的角落》全集解析！看完头皮发麻的年度神剧！,11.4万,264,122616
33,【粤知一二】全网吹爆的悬疑剧《隐秘的角落》，到底有多好看？,10.2万,779,122221
34,朱永平怀疑过儿子吗？张颂文为你亲自解答！【第一排观影08】,7.7万,715,121306
35,这就是我能想象的海王的样子 ——又纯又野的姐姐,8.3万,34,121048
36,这应该是唯一一个能把西装暴徒打得这么惨的人了吧,12.1万,94,119637
37,早知道夫人喜欢野的，我就不装了,10.0万,80,118309
38,真是讽刺，真真真的五大流氓,11.1万,40,112914
39,【胆小慎入】一起下地狱吗，会上瘾的那种,7.9万,203,110996
40,[朱朝阳严良版]新宝岛,9.0万,108,110796
41,安妮海瑟薇这件衣服是怎么保证不掉下来的,10.1万,41,106107
42,【隐秘的角落】花絮幕后合集,5.9万,1045,105302
43,【吸奇侠】《三国演义》江东猛虎孙坚,6.3万,836,103255
44,【虫哥】小时候看不懂的姐妹情电影《新天龙八部之天山童姥》，一堆女神互相飙戏,9.1万,514,103148
45,【高虐催泪/慎入】我只是彼得·帕克而已，我不再是蜘蛛侠了……再也不是了……,8.0万,216,102843
46,这才是演员，1234567脸红吗？,8.1万,176,101201
47,如来：法海，你杀心太重了。法海：大胆！看我大威天龙,8.9万,27,90986
48,当千金小姐遇到老直男，甜掉牙了,7.5万,21,79005
49,“嗨 同志 您知道斯大林格勒在哪吗 我在地图上找不到它了”,4.8万,186,78498
50,“现实永远比童话残酷.”,3.2万,100,78254
51,童年女神！她是成龙电影里最惊艳的美女了！,6.8万,30,76599
52,每天一遍，防止抑郁率达99.99%,5.6万,92,76441
53,我一眼就看出你不是人！！【万恶之源赵文卓法海大威天龙最 强 法 海青蛇原版片段素材】,6.6万,29,75467
54,【处处吻】 愣着干嘛 进来白嫖啊,4.2万,93,74702
55,【小北X普普 | 兄妹向】- 我想 抬头暖阳春草 -,2.4万,635,74374
56,【越哥】又一部国宝级国产片！这才是大师之作，趁年轻越早看越好！《人生》,4.5万,1065,73411
57,【培根悖论】张东升和朱朝阳的真实关系你看懂了吗？视听细节解读《隐秘的角落》！,5.2万,257,72175
58,如此简单的一个镜头，讽刺了多少演员？？？,7.1万,13,71935
59,“旗袍美不美还是得看腿！”,6.6万,25,69992
60,听啊，这贯穿乱世的龙吟！,6.6万,53,69034
61,手里的泡面瞬间不香了！,6.1万,55,66987
62,当西游记的BGM在中土战场响起。去他的魔戒，我要吹爆这支喇叭...,4.1万,119,66748
63,DYSTOPIA_反乌托邦——2020毕业设计,2.2万,46,66418
64,一次过瘾解说《暗黑》第1和2季，史上最烧脑人物关系的科幻神剧，无缝连接最终第三季！,3.5万,216,63785
65,【鲁智深x林黛玉】为你倒拔垂杨柳,3.8万,195,61538
66,万一火了呢！！！,4.0万,41,61180
67,无  限  转  场,2.4万,41,61167
68,用“今日说法”的方式打开《隐秘的角落》,4.0万,278,59660
69,【史蒂芬周】城市深处潜伏巨大怪物，揭露令人不耻的人性。《神秘博士》S05E02讲解+梳理。,4.1万,314,58728
70,互相救赎的新剧，男主小时候将女主毁容，长大后一直寻找女主赎罪,5.5万,31,58425
71,【隐秘的角落】影帝教学班,5.3万,61,58061
72,韩国爆笑喜剧，当大叔变成高中生，妹子们都疯了！,4.5万,801,55966
73,脊骨天生藏着一把剑，魔扇滴血认主变身，拔剑的钟馗不要太帅,5.4万,59,54599
74,刘华强:买卖二手车，上瓜子二手网,3.9万,70,53901
75,我赌你的枪不会唱歌,2.3万,57,53821
76,“每日一遍 防止早恋”,3.6万,102,53759
77,《黑袍纠察队》第二季新片段——祖国人作秀被直播尴尬戳穿,5.2万,62,53617
78,史上第一个变种人苏醒，能夺取他人超能力，让城市瞬间化为灰烬！速看科幻电影《X战警：天启》,4.9万,354,53131
79,吐血推荐！致敬人民警察！《三叉戟》趣味解说+真情点评,3.3万,362,51231
80,【甄嬛传】后  宫  骚  话  集   38,3.4万,694,50381
81,【隐秘的角落】花絮 秦昊是如何秃的,4.9万,9,50053
82,【锦绣南歌】首爆预告！李沁秦昊谷嘉诚主演！即将开播！,4.5万,126,49397
83,邢昭林抱傅菁拍和梁洁的区别,4.6万,10,48763
84,比盲盒更赚钱？揭秘“游戏抽奖”背后的暗箱操作,3.1万,169,48655
85,用郭敬明的镜头打开白冰到底有多美~【幻城 莲姬】,4.5万,85,48530
86,2020最新太空喜剧，中国飞船路过美国飞船，竟顺手剪断其太阳能板【科幻Fans】美剧《太空部队》,4.0万,221,47925
87,最豪横的法海，一言不合就大威天龙,4.0万,66,47646
88,居间惠队长无论什么年纪都是女神，盛世美颜,3.4万,40,46705
89,一支情绪很饱满的片子，一只平平无奇的小盒子,1.3万,15,46700
90,【天气之子】主题曲-爱能做到的还有什么,4.5万,110,45947
91,男人就是很专情，不管多大年纪的，都喜欢18的,4.2万,23,45264
92,十年磨一剑！整个三国最励志的一段竟然是它？？？,3.8万,79,44892
93,前 方 高 甜 ！魔 法 狗 粮 ！,1.9万,68,44852
94,【叶卡捷琳娜大帝】老娘就是最美的女王,2.0万,50,44753
95,你以为自己笑的样子 VS 实际上你笑的样子,4.1万,144,44699
96,央视吐槽花千骨,3.9万,338,44559
97,“我叫苏落盏”             隐秘的角落 | 默读,3.2万,84,44352
98,2020年傻白甜女主角 V S 十年前傻白甜女主角！,4.2万,493,44124
99,史上最惨女主角!老公出轨妈自杀!悬疑狗血神剧《这份爱是罪过吗?》第4集,3.8万,229,43644
100,【阿成】逼死老母亲，子女在葬礼看艳舞，这部片刺痛了多少国人,3.3万,242,42871
