排名,标题,播放量,讨论数,得分
45,睡前必看，带你坠入ISLANDIA的世界，摄影师Vadim Sherbakov的冰岛奇幻风光短片,5930,15,19805
46,落月 雪山 云海 瀑布 山川 星空 大海,5604,28,19641
47,1999元34英寸带鱼屏 飞利浦342E2体验【轻电科技】,1.5万,145,18012
48,【官方双语】一串文字就能让你死机？原来是这样 #电子速谈,1.4万,56,17971
49,【iPhone SE2】                                             薛  定  谔  的  续  航,1.2万,25,17622
50,我可太喜欢你家了你能搬出去吗?电脑桌面布置-第三十期,1.2万,16,17052
51,打造我的游戏房Ep.3 （完结） 梦想屋竣工,8456,68,16829
52,【何同学】有多快？5G在日常使用中的真实体验,1.3万,71,16304
53,【4K】iOS 14的Apple Car Play有哪些变化？,1.3万,127,16168
54,【耀出头Vlog】荣耀X10 Max 护眼阳光屏硬刚巨晒太阳,1.5万,236,15913
55,【收藏不亏】2020年大学生笔记本选购推荐全攻略进阶版！15分钟从小白到大神！6.12更新,6672,31,15547
56,有线充电和无线充电同时进行会发生什么？,1.5万,14,15514
57,华为5G正式退出澳方，澳大利亚成功回到了4G时代,1.5万,17,15479
58,【4K】【只需4步!】单人如何拍Vlog视频？分享我是如何4步制作一支视频的！,4565,23,15429
59,【4K 120FPS】《NATURE 》4K120FPS展现极致舒适的细腻景观，非补帧原生实拍，青野映画出品,3508,27,15320
60,高性价比 桌面分享,7607,8,15002
61,〖穷学生装机首选〗性能、颜值、体积、性价比，一个都不能少！！,7359,5,14884
62,【黄杨】移动硬盘格式该怎么选？,6299,28,14645
63,【小泽】watchOS 7体验：洗手功能原来算法还挺复杂,1.4万,70,14534
64,如何让MIUI12真正丝滑起来！,1.2万,8,14493
65,死忠粉专属！5分钟0成本，手把手教你安装EVA超硬核定制手机主题！,5075,11,14379
66,【影视飓风】手机90分钟短片拍摄挑战,1.2万,93,14315
67,100倍的距离 谁还能远程教你停车入库?,1.4万,1,14256
68,【iPad】用 Procreate 自制片头动画 | 十分钟内轻松上手! | 满满干货 | 用动画为你的视频添色吧~,3180,5,14037
69,颜值高，体积小，性能强，这是什么神仙主机,1.3万,15,13770
70,【大米评测】天玑820 vs 麒麟820：Redmi10X、荣耀X10 深度对比评测,1.1万,186,13464
71,显示器怎么选！500-2000不同价位显示器推荐！,7413,18,13309
72,两万台苹果新款手机毁于一旦，商家损失过亿，然而真相却是...,1.2万,13,13063
73,家境贫寒系列  五千元档3A主机搭建,8961,16,12546
74,彩虹,6883,11,12514
75,电脑店套路  假如电脑商家说真话8,1.1万,13,12048
76,【相机入门01】用珍珠奶茶理解光圈快门ISO，5分钟学会摄影曝光基础,3195,13,12017
77,注意了买iPad Air或iPad Pro送AirPods2 苹果返校活动归来 这次有点香等等党好吧你们赢了,1.1万,7,11999
78,[Gawx]重制一个iPad，给老爸惊喜,9660,22,11981
79,这么豪横的档口老板娘第一次见,1.1万,1,11802
80,装     机     笑     话,8042,9,11645
81,十款真无线耳机横评，哪个值得买？,7520,72,11563
82,城市延时大片，学会思路用手机也能拍！,5152,8,11543
83,性价比？生产力？联想Yoga Duet二合一笔记本测评,7378,168,11358
84,【HotGuys】小米10 Pro、华为P40 Pro与一加8 Pro之国产旗舰大对决！,9057,188,11335
85,「领菁资讯」降低成本？郭明錤预计新款 iPhone 12 将取消随机附赠充电器 / 续航为王！华为 Mate 40 系列屏幕：1200P 分辨率 + 90Hz,9933,219,11279
86,【那岩】微软SurfaceBook3 仅售2万多元能画画吗？什么人适合购买,8894,231,11068
87,【“朱一旦”】拥有华为全家桶的生活有多枯燥,1.1万,9,11053
88,一加8 Pro对战华为P40 Pro：居然是吊打局！,1.0万,98,10870
89,【图Lite】突破千兆，装配一台双万兆+三2.5G网口的软路由器,7095,52,10794
90,苹果8plus 拆箱视频，我本来想测评来着能力不允许老老实实个拆箱,9753,30,10783
91,联想这波韭菜割的，小朋友有问号,1.1万,2,10756
92,10分钟拍大片挑战！[LKs+影视飓风+十音+林海音],6632,122,10727
93,家中装台直升机，6999元买的外星人Aurora R11准系统，只用祖传120水冷，能否镇压超频的10900K。,9625,52,10541
94,MIUI12对比iOS14动画。高下立判。,1.0万,73,10510
95,小米智能门锁E把我们困在家中后续,1.0万,54,10504
96,"垃圾姥用1000元给粉丝装一台畅玩CSGO,LOL等腾讯游戏全家桶的电脑 。结果……",8353,24,10452
97,四十年前的黑科技？带你了解宝丽来SX-70,3804,24,10421
98,1100元装一台30万跑分2K画质高特效吃鸡的电脑，还能剪辑视频当UP。应是千元级最强配置之一,5449,10,10416
99,少年，听说你爱看书？来看看这部海信阅读手机A5 Pro如何？,7404,37,10345
100,三星手机居然可以刷iOS14！,9949,11,10269
