排名,标题,播放量,讨论数,得分
60,【差评君】我在阿三哥的卸载中国app中，发现了印度版财富密码...,5.3万,221,65574
61,我国五大战区如何划分？哪个战区实力最强？西部战区距离印度最近,4.5万,136,65007
62,毛主席的气场绝对力压斯大林,5.6万,0,64060
63,【作死物理大电影】电路分析基础 基尔霍夫定律 Ep. 8 @FPS罗兹 双语字幕,4.1万,427,64025
64,一个知识区 UP 眼中的 B 站,4.1万,483,63901
65,"《资料分析》《数量关系》行测,王永恒【超厉害】公安联考，国考，省考，言语理解,科学推理,申论,判断推理,公考面试,公务员面试，结构化面试，公安专业科目,名师公考",6.2万,596,63343
66,日本网友评论，当中国人叫我们“小日本”时！反应亮了！评论笑死了！,5.5万,686,60623
67,一不小心倾家荡产？创业开店选址避坑指南【蜡烛】,2.5万,230,60375
68,怎么帮助被出轨的女人呢？,5.0万,1116,59872
69,【2020法考】罗翔讲刑法（合集）已完结 共96讲 厚大法考,2.2万,570,59667
70,为什么“あなた”要避免使用？日本人为你仔细讲解这个词的语感,3.6万,141,59645
71,一个神仙级别的美式英语发音教程，不刷十遍都亏了！,1.1万,83,59396
72,中国几千万剩女嫁不出去，深度剖析现象背后的两大原因,4.8万,415,59040
73,【法治之光】罗翔教授打动人心的金句,2.4万,56,58648
74,【实验艺术】让从来没有接受过新式学校教育的老人完成一幅画作,3.7万,79,58304
75,在YouTube上的中国军队宣传片,4.8万,244,58120
76,【PS教程】终于有一套全面的PS教程啦！从零开始学PS！！,1.0万,160,56760
77,【短片】快 速 装 填,5.4万,4,56570
78,国内工资真相！来看看你的收入在哪层？,4.3万,462,55895
79,【Morty深度干货】为什么你总是那么穷？社会财富分配背后的残忍真相,1.9万,134,54982
80,世上有几人能活到这短片结束？,2.5万,706,53780
81,【粪坑案】名场面！强暴我？劳资给你一砖！,4.3万,161,52888
82,【茶茶】维珍老板理查德：热爱女装，坐热气球营销差点被英军击毙，世界上最会作死的资本家！,3.7万,568,52774
83,愿每一段被顶替的人生，都能迎来公道和正义：详解86版《西游记》和原著差异20,2.7万,688,52489
84,二战前夜，大国博弈：张伯伦与绥靖政策【历史调研室09】,3.2万,196,51702
85,过目不忘！开考前5分钟就能背完的短句（附解析+例句哦）【纸条摘抄】,1.3万,145,51629
86,【英文听力练习600句】彻底提高您的英文听力水平,1.0万,134,51428
87,高考实战: 现场教你如何把游戏英语应用在作文中,3.5万,125,51308
88,拆解公牛纯机械定时插座，巧妙的用220V交流电的固定频率来计时,4.4万,526,51160
89,1个小时看完1部灵异小说，内含12个民间传说！超爽！看完不敢睡觉！【画妖合集】,2.5万,565,50497
90,如何查询自己是否被别人顶替上大学？以及顶替者现在在何处工作？,3.1万,75,50113
91,【浪浪】父母保险避坑指南,1.3万,79,49911
92,科 学 辟 邪,4.2万,278,49566
93,三名日本女店员夜晚下班后被害，有证人有线索为何至今仍未破案,3.2万,809,49445
94,人到底为什么而活？活着太累了。深度解析余华经典《活着》,3.1万,168,49181
95,猎头族和人头贸易，风靡欧洲的干缩人头是怎么来的？,4.1万,157,48851
96,【生殖隔离】人类种族为什么没有产生生殖隔离,3.7万,184,47909
97,李玫瑾：不给玩手机，孩子哭闹怎么办？,2.5万,40,47201
98,QB免费充值你敢相信？破解了一天一夜发现套路太深,3.9万,290,47109
99,【 赚 钱 小 技 巧 ① 】靠谱的线上兼职全程实测 | 全干货 | 大学生 | 低门槛 | 经济独立 | 副业 | 实操 | 经验分享 | 财小神,1.9万,32,46947
100,知道这些后 我戒掉了游戏,3.0万,372,46728
