排名,标题,播放量,讨论数,得分
31,壮阔史诗！二战历史年表，超燃影视化剪辑【历史调研室】,20.1万,2856,623014
32,【深海】海洋深处中的可怕巨兽 - 大小排名！,79.3万,6427,614437
33,2020年俄罗斯卫国战争胜利75周年红场大阅兵1080P,33.5万,1.6万,592911
34,南街村“向着‘共产主义集体村’目标前进！”,25.8万,2420,574067
35,印度疯狂抵制中国制造？背后的逻辑是这样的。。。,52.9万,4089,572806
36,目前网上最专业的伪声教程，没有之一,26.8万,2832,549746
37,长春砍手门，高中生从球场争执到群殴杀人！一场篮球所引发的血案！,71.3万,2658,540069
38,中国天眼遇暴雨成了汤锅？成功泄水主要靠两点，选址就用了整13年【中国天眼】,74.2万,864,535122
39,情侣开房你管得了吗？,67.7万,1071,533123
40,那些半句封神的句子|你知道另一半吗？,23.7万,512,527306
41,过目不忘！开考前5分钟就能背完的短句（附解析+例句哦）【纸条摘抄】,13.0万,1582,522148
42,国际巨鳄索罗斯，是怎么被战斗民族打败的？回顾1998年的一场金融大戏！【柳行长故事会】,39.0万,4550,514855
43,【Morty深度干货】为什么你总是那么穷？社会财富分配背后的残忍真相,17.9万,1514,514499
44,从第7秒开始一直“卧槽”到结束,33.7万,1523,513815
45,世上有几人能活到这短片结束？,23.4万,8595,507697
46,【自制】历时30天，用乐高还原DNF云上长安副本场景,19.7万,2924,504221
47,日本网友评论，当中国人叫我们“小日本”时！反应亮了！评论笑死了！,57.1万,7362,503214
48,【麦长青x戏里戏外】聊一聊23年前我出演的《天龙八部》，当时的我……,32.6万,6951,490753
49,印度进入安理会，还呼吁取消五常一票否决权，普京给出迎面一击,62.9万,1239,487261
50,底线零容忍！外国毒贩以身试法被中国判死刑，总统求情都不好使,42.4万,2712,484139
51,张召忠说186：美俄还敢折腾核竞赛！切尔诺贝利的教训又忘了？,43.4万,9324,481270
52,【基德】为什么中国洪水越治理，经济损失越大？,25.1万,4494,480044
53,1991年苏联解体，看当时的新闻联播如何报道这一历史性时刻,43.5万,992,475535
54,人类为何不能吃人肉,52.2万,1262,472348
55,沉迷“吸毒”的动物，千万不要吸毒,52.7万,1391,470596
56,前NASA工程师硬核实验：鲨鱼会被鲜血吸引吗？,48.2万,1747,466526
57,【自制】马格努斯效应飞行器 ，一般人都看不懂的飞机,47.1万,1832,459912
58,【病娇】你真的了解燃烧瓶吗？我这里有些好康的,34.3万,328,455697
59,【英文听力练习600句】彻底提高您的英文听力水平,8.2万,921,451503
60,她把300个节育环制成饰品展出，美丽背后是荒唐与屈辱,32.5万,1278,448556
61,海猫你疯了？乌萨斯的熊孩子们到底映射了多少历史原型？细讲二月革命和十月革命【我的苏联】,22.6万,780,446834
62,人到底为什么而活？活着太累了。深度解析余华经典《活着》,27.0万,2065,441612
63,这是毛爷爷最后一次参加中共十大，散会时说的一句话！,44.0万,0,433599
64,【高考数学】看懂这张纸至少131分！清华学长带你押题（2020国I）,12.1万,548,431910
65,畸形的“爱情”,38.8万,1.5万,420919
66,重制《非诚勿扰》前女嘉宾王佳杀人案,47.5万,5034,420729
67,第一个日不落帝国，如今却经常拖欧盟后退，为什么西班牙能成为强国？【为什么历史10】,27.9万,1409,415670
68,23个可能会在哪天救你一命的小技巧,21.3万,624,398031
69,【真实空难】美国空中女王埃尔哈特，环球飞行时，在太平洋上空神秘失踪，给人留下了未解之谜,31.4万,4883,395271
70,【科普】电梯下坠后落地前一秒跳起来能保命吗？,37.6万,914,393513
71,【短片】快 速 装 填,44.2万,45,387419
72,【油管热议】李子柒端午粽子视频被韩国人举报而导致下架？,41.3万,696,379803
73,【新海诚风格】教你将普通照片P成新海诚二次元风格！！！（干货分享）,8.1万,192,376357
74,他们是失败者，但他们的故事不止于此|冷历史|,21.7万,1846,373883
75,为什么有些人什么也不干就能LV6？而你万年不升一级？,25.6万,1.4万,372241
76,怕你们早恋不敢给你看的名人照片，为此课本真的操碎了心,29.3万,3912,366967
77,【娱乐向】文人教你如何文艺的爆粗口‖对于丑人，细看是一种残忍。,10.7万,327,358063
78,【牛顿】《寄生虫》是韩国财阀的阴谋？,31.4万,1241,356791
79,尿一直憋着，到底会发生什么？,35.6万,1957,356674
80,一不小心倾家荡产？创业开店选址避坑指南【蜡烛】,13.0万,1157,354317
81,【实验艺术】让从来没有接受过新式学校教育的老人完成一幅画作,22.1万,443,346928
82,全球衰退年代，年轻人的机遇与艰辛,18.0万,1521,346030
83,从发达国家混成发展中国家？希腊硬生生被中国“扛出了”经济危机！,32.9万,2161,341432
84,【法治之光】罗翔教授打动人心的金句,14.1万,379,340482
85,【玄学方法】靠这两句话，我地理上了80+,9.6万,1346,338385
86,3个后悔没有早知道的赚钱顿悟 | 从半佛仙人的买房视频说起,12.0万,3622,337634
87,俄93岁二战老兵赴红场观礼 勋章中有一枚来自中国,29.4万,879,337531
88,【专访敬汉卿背后资本】各代网红能赚多少钱？UP主的商业潜力有多大？,25.3万,1111,332702
89,李玫瑾：不给玩手机，孩子哭闹怎么办？,17.8万,491,330455
90,选眼镜框有个公式你知道吗？,15.4万,195,326417
91,【武林外传】燕小六的结局究竟有多讽刺,35.6万,341,323660
92,比美国还过分，印度瞒报被抖出，疫情死亡人数创单日纪录,36.4万,268,322682
93,学习通前置弹出式摄像头按回后,36.6万,10,319810
94,"泰戈尔《飞鸟集》英文版326首全集(英音+美音), 适合朗读和练听力",5.0万,65,319467
95,【Mo精选】最深度的EVA致敬CG - 导演完全版《EVA超·现实》【正片+幕后】 by SOMEI | C4D制作,7.9万,404,319077
96,【亮记生物鉴定】近期网络热传生物鉴定8,26.1万,1516,317942
97,中国军方研制出电磁线圈枪,34.4万,604,317423
98,如何拯救变红了的C盘？,8.1万,137,315585
99,"二货自封""皇帝”，满朝文武14人，被三名民警一举歼灭。",25.5万,4182,311141
100,可以让人类瞬间消失的蒙古死亡蠕虫 镇守中国边境的怪物 至今未能捕获,31.6万,1107,311021
